step,susceptible_status,infected_status,filtermean_virulence,ensemble,mutation_rate,virulence_init,total_infected
1311,1.0,0.0,NaN,598,0.0,1.3,42.0
458,1.0,0.0,NaN,599,0.0,1.4,23.0
447,1.0,0.0,NaN,600,0.0,1.5,20.0
1357,1.0,0.0,NaN,601,0.0,1.6,74.0
700,1.0,0.0,NaN,602,0.0,1.7,30.0
646,1.0,0.0,NaN,603,0.0,1.8,57.0
605,1.0,0.0,NaN,604,0.0,1.9,41.0
988,1.0,0.0,NaN,605,0.0,2.0,63.0
474,1.0,0.0,NaN,606,0.4,1.0,22.0
20000,0.8959518418291269,0.10404815817087314,0.056642356256452274,607,0.4,1.1,25789.0
20000,0.8950715421303657,0.10492845786963434,0.06352549188660724,608,0.4,1.2,25249.0
1367,1.0,0.0,NaN,609,0.4,1.3,54.0
525,1.0,0.0,NaN,610,0.4,1.4,15.0
2293,1.0,0.0,NaN,611,0.4,1.5,169.0
531,1.0,0.0,NaN,612,0.4,1.6,21.0
596,1.0,0.0,NaN,613,0.4,1.7,32.0
1069,1.0,0.0,NaN,614,0.4,1.8,47.0
20000,0.8864712454115018,0.11352875458849816,0.06615694240010857,615,0.4,1.9,25301.0
1485,1.0,0.0,NaN,616,0.4,2.0,40.0
374,1.0,0.0,NaN,617,0.8,1.0,18.0
700,1.0,0.0,NaN,618,0.8,1.1,49.0
20000,0.8963391136801542,0.10366088631984585,0.06541225289604248,619,0.8,1.2,25330.0
1008,1.0,0.0,NaN,620,0.8,1.3,31.0
359,1.0,0.0,NaN,621,0.8,1.4,18.0
20000,0.9205939981437558,0.0794060018562442,0.06704200015088647,622,0.8,1.5,24046.0
20000,0.9158293439949498,0.08417065600505023,0.06558661869149184,623,0.8,1.6,24607.0
20000,0.9048676250208136,0.09513237497918632,0.061811588524369986,624,0.8,1.7,25800.0
20000,0.9159137577002053,0.08408624229979467,0.06300358013522912,625,0.8,1.8,24218.0
20000,0.9153362859202802,0.08466371407971984,0.0625167471733349,626,0.8,1.9,24020.0
